vehicle_id,date,time,full_record_name,,,,
0094,2025-01-26,19-52-26,full_record.2025-01-26-20-49-21.00028,标准存储,2025-01-26 22:06:04,954.88MB,
0094,2025-01-26,19-52-26,full_record.2025-01-26-20-50-21.00029,标准存储,2025-01-26 22:06:04,919.74MB,
0094,2025-01-26,19-52-26,full_record.2025-01-26-20-51-21.00030,标准存储,2025-01-26 22:06:05,971.8MB,
0094,2025-01-26,19-52-26,full_record.2025-01-26-20-52-21.00031,标准存储,2025-01-26 22:06:09,933.47MB,
0094,2025-01-26,19-52-26,full_record.2025-01-26-20-53-21.00032,标准存储,2025-01-26 22:06:08,882.08MB,
0094,2025-01-26,19-52-26,full_record.2025-01-26-20-54-21.00033,标准存储,2025-01-26 22:06:06,905.45MB,
0094,2025-01-26,19-52-26,full_record.2025-01-26-20-55-21.00034,标准存储,2025-01-26 22:06:06,926.12MB,
0094,2025-01-26,19-52-26,full_record.2025-01-26-20-56-21.00035,标准存储,2025-01-26 22:06:09,925.04MB,
0094,2025-01-26,19-52-26,full_record.2025-01-26-20-57-21.00036,标准存储,2025-01-26 22:06:09,952.44MB,
0094,2025-01-26,19-52-26,full_record.2025-01-26-20-58-21.00037,标准存储,2025-01-26 22:06:07,952.34MB,
0094,2025-01-26,19-52-26,full_record.2025-01-26-20-59-21.00038,标准存储,2025-01-26 22:06:07,805.33MB,
