vehicle_id,date,time,full_record_name,,,,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-07-13.00055,标准存储,2025-02-05 23:51:14,808MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-08-13.00056,标准存储,2025-02-05 23:50:32,850.97MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-09-13.00057,标准存储,2025-02-05 23:51:01,847.77MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-10-13.00058,标准存储,2025-02-05 23:50:47,894.06MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-11-13.00059,标准存储,2025-02-05 23:51:42,891.43MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-12-13.00060,标准存储,2025-02-05 23:51:24,864.07MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-13-13.00061,标准存储,2025-02-05 23:51:33,923.98MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-14-13.00062,标准存储,2025-02-05 23:51:03,916.96MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-15-13.00063,标准存储,2025-02-05 23:50:17,918.35MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-16-13.00064,标准存储,2025-02-05 23:51:24,884.04MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-17-13.00065,标准存储,2025-02-05 23:52:04,891.25MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-18-13.00066,标准存储,2025-02-05 23:50:46,852.86MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-19-13.00067,标准存储,2025-02-05 23:50:33,908.86MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-20-13.00068,标准存储,2025-02-05 23:51:42,807.58MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-21-13.00069,标准存储,2025-02-05 23:50:33,776.53MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-22-13.00070,标准存储,2025-02-05 23:51:01,788.4MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-23-13.00071,标准存储,2025-02-05 23:50:33,722.45MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-32-23.00000,标准存储,2025-02-05 23:51:04,940.9MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-33-23.00001,标准存储,2025-02-05 23:50:37,1013.03MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-34-23.00002,标准存储,2025-02-05 23:51:16,993.91MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-35-23.00003,标准存储,2025-02-05 23:51:31,750.28MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-37-12.00000,标准存储,2025-02-05 23:51:15,976.43MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-38-12.00001,标准存储,2025-02-05 23:50:49,1004.57MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-39-12.00002,标准存储,2025-02-05 23:51:06,951.98MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-40-12.00003,标准存储,2025-02-05 23:51:15,926.07MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-41-12.00004,标准存储,2025-02-05 23:50:13,453.14MB,
