,vehicle_name,start_time,end_time,avg_v_err,v_rmse,avg_a_err,a_rmse
48,pdb-l4e-b0007,2023-04-29 10:00:00.00,2023-04-29 10:30:00.00,0.0010327587032042547,0.05681259564029112,-0.0017255220359880781,0.06866517143227323
49,pdb-l4e-b0007,2023-04-29 13:30:00.00,2023-04-29 14:00:00.00,0.004932367420039804,0.03803228881989582,0.0022315294352088636,0.0350039450003346
50,pdb-l4e-b0007,2023-04-29 19:30:00.00,2023-04-29 20:00:00.00,-0.0032429859952847204,0.05973383541569451,-0.0074672028245272755,0.1366630690115433
51,pdb-l4e-b0007,2023-04-30 10:30:00.00,2023-04-30 11:00:00.00,0.004687611938415934,0.03053939471640129,0.0019773284683026414,0.027533392387518115
52,pdb-l4e-b0007,2023-04-30 11:00:00.00,2023-04-30 11:30:00.00,-0.0025941551360207844,0.033788982846900295,-0.0012311404991932342,0.030857626174485207
53,pdb-l4e-b0007,2023-04-30 12:00:00.00,2023-04-30 12:30:00.00,0.0018730411674484668,0.03909175093820662,0.0007521223405576655,0.03229035035880903
54,pdb-l4e-b0007,2023-05-01 10:00:00.00,2023-05-01 10:30:00.00,0.0002658145576736539,0.03753194998581022,-0.001479442904017993,0.040617165720874766
55,pdb-l4e-b0007,2023-05-01 11:30:00.00,2023-05-01 12:00:00.00,0.004020802198647905,0.028704438485882944,0.001436214975932621,0.030598034353263644
56,pdb-l4e-b0007,2023-05-01 12:00:00.00,2023-05-01 12:30:00.00,-0.001270792739276646,0.06205480894589593,-0.00786794077057403,0.08831505537936277
57,pdb-l4e-b0007,2023-05-02 10:40:00.00,2023-05-02 11:10:00.00,-2.0890844216441787e-05,0.034203261312286855,-0.0002447292710938614,0.029722421107220117
58,pdb-l4e-b0007,2023-05-02 13:00:00.00,2023-05-02 13:30:00.00,0.0011309196909888492,0.045120004824179306,-0.0016239196218517326,0.05423774886872137
59,pdb-l4e-b0007,2023-05-02 13:30:00.00,2023-05-02 14:00:00.00,0.00037829639367414545,0.03983436848302308,-0.0014172195382498485,0.04204482326732795
